Line,Column,Level,Category,Name,CWEs,,,,,,,,
1679,17,2,buffer,memcpy,CWE-120,,,,,,,,
1967,13,2,buffer,memcpy,CWE-120,,,,,,,,
1968,13,2,buffer,memcpy,CWE-120,,,,,,,,
1970,13,2,buffer,memcpy,CWE-120,,,,,,,,
1971,13,2,buffer,memcpy,CWE-120,,,,,,,,
1978,13,2,buffer,memcpy,CWE-120,,,,,,,,
1984,13,2,buffer,memcpy,CWE-120,,,,,,,,
2269,5,2,buffer,memcpy,CWE-120,,,,,,,,
2274,9,2,buffer,memcpy,CWE-120,,,,,,,,
2275,9,2,buffer,memcpy,CWE-120,,,,,,,,
2279,9,2,buffer,memcpy,CWE-120,,,,,,,,
2280,9,2,buffer,memcpy,CWE-120,,,,,,,,
2288,9,2,buffer,memcpy,CWE-120,,,,,,,,
2289,9,2,buffer,memcpy,CWE-120,,,,,,,,
2293,9,2,buffer,memcpy,CWE-120,,,,,,,,
2294,9,2,buffer,memcpy,CWE-120,,,,,,,,
2306,5,2,buffer,memcpy,CWE-120,,,,,,,,
2333,5,2,buffer,memcpy,CWE-120,,,,,,,,
2339,9,2,buffer,memcpy,CWE-120,,,,,,,,
2340,9,2,buffer,memcpy,CWE-120,,,,,,,,
2344,9,2,buffer,memcpy,CWE-120,,,,,,,,
2345,9,2,buffer,memcpy,CWE-120,,,,,,,,
2352,9,2,buffer,memcpy,CWE-120,,,,,,,,
2353,9,2,buffer,memcpy,CWE-120,,,,,,,,
2357,9,2,buffer,memcpy,CWE-120,,,,,,,,
2358,9,2,buffer,memcpy,CWE-120,,,,,,,,
2363,5,2,buffer,memcpy,CWE-120,,,,,,,,
2369,9,2,buffer,memcpy,CWE-120,,,,,,,,
2375,5,2,buffer,memcpy,CWE-120,,,,,,,,
2399,5,2,buffer,memcpy,CWE-120,,,,,,,,
2409,5,2,buffer,memcpy,CWE-120,,,,,,,,
2443,5,2,buffer,memcpy,CWE-120,,,,,,,,
2722,5,2,buffer,memcpy,CWE-120,,,,,,,,
2749,5,2,buffer,memcpy,CWE-120,,,,,,,,
2795,5,2,buffer,memcpy,CWE-120,,,,,,,,
2797,5,2,buffer,memcpy,CWE-120,,,,,,,,
100,2,2,buffer,memcpy,CWE-120,,,,,,,,
123,2,2,buffer,memcpy,CWE-120,,,,,,,,
225,2,2,buffer,memcpy,CWE-120,,,,,,,,
100,41,2,buffer,memcpy,CWE-120,,,,,,,,
59,2,2,buffer,memcpy,CWE-120,,,,,,,,
317,7,2,buffer,memcpy,CWE-120,,,,,,,,
789,7,2,buffer,memcpy,CWE-120,,,,,,,,
815,7,2,buffer,memcpy,CWE-120,,,,,,,,
1450,5,2,buffer,memcpy,CWE-120,,,,,,,,
63,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
191,13,2,buffer,memcpy,CWE-120,,,,,,,,
192,13,2,buffer,memcpy,CWE-120,,,,,,,,
670,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
685,2,2,buffer,memcpy,CWE-120,,,,,,,,
740,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1137,4,2,buffer,memcpy,CWE-120,,,,,,,,
2039,4,2,buffer,memcpy,CWE-120,,,,,,,,
2153,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2185,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2270,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
90,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
93,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1405,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
55,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
56,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
85,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
139,7,2,buffer,memcpy,CWE-120,,,,,,,,
654,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2263,2,2,buffer,memcpy,CWE-120,,,,,,,,
2278,2,2,buffer,memcpy,CWE-120,,,,,,,,
326,5,2,buffer,memcpy,CWE-120,,,,,,,,
393,3,2,buffer,memcpy,CWE-120,,,,,,,,
400,3,2,buffer,memcpy,CWE-120,,,,,,,,
518,5,2,buffer,memcpy,CWE-120,,,,,,,,
593,5,2,buffer,memcpy,CWE-120,,,,,,,,
638,5,2,buffer,memcpy,CWE-120,,,,,,,,
640,5,2,buffer,memcpy,CWE-120,,,,,,,,
642,5,2,buffer,memcpy,CWE-120,,,,,,,,
644,5,2,buffer,memcpy,CWE-120,,,,,,,,
460,3,2,buffer,memcpy,CWE-120,,,,,,,,
461,3,2,buffer,memcpy,CWE-120,,,,,,,,
96,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
98,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
817,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
960,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
963,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1091,3,2,buffer,char,CWE-119!/CWE-120,abcc78426608ba65833931b518d909fe2635252ef7c1d633e70ed08de927ec26,,,,,,,
1471,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1472,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1476,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1662,4,2,buffer,char,CWE-119!/CWE-120,,13035e3bf3f2d68a6b5e9108711bdbcd2dd1921107184747ac9840a56457c997,,,,,,
1699,4,2,buffer,char,CWE-119!/CWE-120,,4da4b0d374f08d2b23a7ea0936af68e0a7ede336f29d763677bb16453093db72,,,,,,
1942,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2089,4,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2191,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2193,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2197,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2407,4,2,buffer,char,CWE-119!/CWE-120,,4da4b0d374f08d2b23a7ea0936af68e0a7ede336f29d763677bb16453093db72,,,,,,
2550,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2553,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2648,4,2,buffer,char,CWE-119!/CWE-120,,4da4b0d374f08d2b23a7ea0936af68e0a7ede336f29d763677bb16453093db72,,,,,,
2816,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3066,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3113,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3231,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3232,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3233,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
535,2,2,buffer,memcpy,CWE-120,,,,,,,,
541,2,2,buffer,memcpy,CWE-120,,,,,,,,
654,5,2,buffer,memcpy,CWE-120,,,,,,,,
915,9,2,buffer,memcpy,CWE-120,,,,,,,,
965,9,2,buffer,memcpy,CWE-120,,,,,,,,
1025,5,2,buffer,memcpy,CWE-120,,,,,,,,
1030,9,2,buffer,memcpy,CWE-120,,,,,,,,
1637,9,2,buffer,memcpy,CWE-120,,,,,,,,
1645,9,2,buffer,memcpy,CWE-120,,,,,,,,
1668,9,2,buffer,memcpy,CWE-120,,,,,,,,
1676,9,2,buffer,memcpy,CWE-120,,,,,,,,
1807,9,2,buffer,memcpy,CWE-120,,,,,,,,
2055,9,2,buffer,memcpy,CWE-120,,,,,,,,
2161,13,2,buffer,memcpy,CWE-120,,,,,,,,
2187,13,2,buffer,memcpy,CWE-120,,,,,,,,
2410,9,2,buffer,memcpy,CWE-120,,,,,,,,
2596,13,2,buffer,memcpy,CWE-120,,,,,,,,
2597,13,2,buffer,memcpy,CWE-120,,,,,,,,
2620,9,2,buffer,memcpy,CWE-120,,,,,,,,
2748,9,2,buffer,memcpy,CWE-120,,,,,,,,
2789,9,2,buffer,memcpy,CWE-120,,,,,,,,
3658,5,2,buffer,memcpy,CWE-120,,,,,,,,
428,21,2,buffer,memcpy,CWE-120,,,,,,,,
1980,17,2,buffer,memcpy,CWE-120,,,,,,,,
723,3,2,buffer,char,CWE-119!/CWE-120,ab14bd4896fb6a98787fbd197fb604c940941afb1da7fc1efb80aff4b1abf38b,,,,,,,
1475,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
333,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
338,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
203,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
737,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
521,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
715,13,2,buffer,memcpy,CWE-120,,,,,,,,
718,13,2,buffer,memcpy,CWE-120,,,,,,,,
728,9,2,buffer,memcpy,CWE-120,,,,,,,,
500,5,2,buffer,memcpy,CWE-120,,,,,,,,
766,5,2,buffer,memcpy,CWE-120,,,,,,,,
1014,3,2,buffer,memcpy,CWE-120,,,,,,,,
1199,5,2,buffer,memcpy,CWE-120,,,,,,,,
132,23,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
175,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
195,9,2,buffer,memcpy,CWE-120,,,,,,,,
198,13,2,buffer,memcpy,CWE-120,,,,,,,,
210,13,2,buffer,memcpy,CWE-120,,,,,,,,
230,5,2,buffer,memcpy,CWE-120,,,,,,,,
244,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
342,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
409,26,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
434,26,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
449,26,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
461,25,2,buffer,memcpy,CWE-120,,,,,,,,
463,25,2,buffer,memcpy,CWE-120,,,,,,,,
493,26,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
513,26,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
8508,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3037,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3600,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3604,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3606,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4071,25,2,buffer,memcpy,CWE-120,,,,,,,,
177,4,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3384,9,2,buffer,memcpy,CWE-120,,,,,,,,
3392,9,2,buffer,memcpy,CWE-120,,,,,,,,
10708,13,2,buffer,memcpy,CWE-120,,,,,,,,
372,25,2,buffer,memcpy,CWE-120,,,,,,,,
1209,21,2,buffer,memcpy,CWE-120,,,,,,,,
321,9,2,buffer,memcpy,CWE-120,,,,,,,,
324,9,2,buffer,memcpy,CWE-120,,,,,,,,
9356,9,2,buffer,memcpy,CWE-120,,,,,,,,
9375,9,2,buffer,memcpy,CWE-120,,,,,,,,
1439,9,2,buffer,memcpy,CWE-120,,,,,,,,
1801,9,2,buffer,memcpy,CWE-120,,,,,,,,
1873,13,2,buffer,memcpy,CWE-120,,,,,,,,
2549,17,2,buffer,memcpy,CWE-120,,,,,,,,
2759,17,2,buffer,memcpy,CWE-120,,,,,,,,
3797,17,2,buffer,memcpy,CWE-120,,,,,,,,
3812,17,2,buffer,memcpy,CWE-120,,,,,,,,
5884,9,2,buffer,memcpy,CWE-120,,,,,,,,
295,9,2,buffer,memcpy,CWE-120,,,,,,,,
229,9,2,buffer,memcpy,CWE-120,,,,,,,,
470,17,2,buffer,memcpy,CWE-120,,,,,,,,
521,5,2,buffer,memcpy,CWE-120,,,,,,,,
534,5,2,buffer,memcpy,CWE-120,,,,,,,,
2395,13,2,buffer,memcpy,CWE-120,,,,,,,,
2402,17,2,buffer,memcpy,CWE-120,,,,,,,,
2408,17,2,buffer,memcpy,CWE-120,,,,,,,,
2412,17,2,buffer,memcpy,CWE-120,,,,,,,,
139,5,2,buffer,memcpy,CWE-120,,,,,,,,
943,13,2,buffer,memcpy,CWE-120,,,,,,,,
950,17,2,buffer,memcpy,CWE-120,,,,,,,,
956,17,2,buffer,memcpy,CWE-120,,,,,,,,
960,17,2,buffer,memcpy,CWE-120,,,,,,,,
1095,17,2,buffer,memcpy,CWE-120,,,,,,,,
1096,17,2,buffer,memcpy,CWE-120,,,,,,,,
1517,5,2,buffer,memcpy,CWE-120,,,,,,,,
1554,5,2,buffer,memcpy,CWE-120,,,,,,,,
1555,5,2,buffer,memcpy,CWE-120,,,,,,,,
1589,5,2,buffer,memcpy,CWE-120,,,,,,,,
1590,5,2,buffer,memcpy,CWE-120,,,,,,,,
1756,5,2,buffer,memcpy,CWE-120,,,,,,,,
2884,5,2,buffer,memcpy,CWE-120,,,,,,,,
2898,5,2,buffer,memcpy,CWE-120,,,,,,,,
2899,5,2,buffer,memcpy,CWE-120,,,,,,,,
3292,13,2,buffer,memcpy,CWE-120,,,,,,,,
3337,17,2,buffer,memcpy,CWE-120,,,,,,,,
1570,25,2,buffer,memcpy,CWE-120,,,,,,,,
1617,29,2,buffer,memcpy,CWE-120,,,,,,,,
1727,25,2,buffer,memcpy,CWE-120,,,,,,,,
1763,29,2,buffer,memcpy,CWE-120,,,,,,,,
1780,21,2,buffer,memcpy,CWE-120,,,,,,,,
368,7,2,buffer,memcpy,CWE-120,,,,,,,,
840,7,2,buffer,memcpy,CWE-120,,,,,,,,
866,7,2,buffer,memcpy,CWE-120,,,,,,,,
2088,5,2,buffer,memcpy,CWE-120,,,,,,,,
3273,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3274,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3032,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1043,11,2,buffer,memcpy,CWE-120,,,,,,,,
2403,15,2,buffer,memcpy,CWE-120,,,,,,,,
2404,15,2,buffer,memcpy,CWE-120,,,,,,,,
1617,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5473,4,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
6251,9,2,buffer,memcpy,CWE-120,,,,,,,,
8097,10,2,buffer,memcpy,CWE-120,,,,,,,,
1266,5,2,buffer,memcpy,CWE-120,,,,,,,,
1267,5,2,buffer,memcpy,CWE-120,,,,,,,,
1268,5,2,buffer,memcpy,CWE-120,,,,,,,,
1302,5,2,buffer,memcpy,CWE-120,,,,,,,,
1303,5,2,buffer,memcpy,CWE-120,,,,,,,,
1304,5,2,buffer,memcpy,CWE-120,,,,,,,,
1337,5,2,buffer,memcpy,CWE-120,,,,,,,,
1338,5,2,buffer,memcpy,CWE-120,,,,,,,,
1339,5,2,buffer,memcpy,CWE-120,,,,,,,,
206,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
331,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
734,2,2,buffer,char,CWE-119!/CWE-120,20897f774c89b29427b27fc8c36a4b818fc3ec68e36129bb800e0fd56dbe66d1,,,,,,,
1019,2,2,buffer,char,CWE-119!/CWE-120,7ed38e6e7786595364ff5b72fbd233e5baeb73888565a24985ab85a627bc70d3,,,,,,,
374,5,2,buffer,memcpy,CWE-120,,,,,,,,
392,9,2,buffer,memcpy,CWE-120,,,,,,,,
3048,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3434,6,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
247,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
253,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
79,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
80,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
229,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
253,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
317,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
356,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
362,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
378,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
385,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2669,5,2,buffer,memcpy,CWE-120,,,,,,,,
6808,17,2,buffer,memcpy,CWE-120,,,,,,,,
6809,17,2,buffer,memcpy,CWE-120,,,,,,,,
6826,25,2,buffer,memcpy,CWE-120,,,,,,,,
6886,21,2,buffer,memcpy,CWE-120,,,,,,,,
6917,17,2,buffer,memcpy,CWE-120,,,,,,,,
7670,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
7679,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
7688,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
7885,5,2,buffer,memcpy,CWE-120,,,,,,,,
7886,5,2,buffer,memcpy,CWE-120,,,,,,,,
7982,5,2,buffer,memcpy,CWE-120,,,,,,,,
7983,5,2,buffer,memcpy,CWE-120,,,,,,,,
1202,5,2,buffer,memcpy,CWE-120,,,,,,,,
1822,7,2,buffer,memcpy,CWE-120,,,,,,,,
207,5,2,buffer,memcpy,CWE-120,,,,,,,,
209,5,2,buffer,memcpy,CWE-120,,,,,,,,
828,52,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3007,12,2,buffer,char,CWE-119!/CWE-120,1f91f918f07d7f9eadac3c5e958c6e3b3adb6b4b0aa776862c4413d5e1448b11,,,,,,,
4016,40,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1153,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
245,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3365,7,2,buffer,memcpy,CWE-120,,,,,,,,
1531,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1553,9,2,buffer,memcpy,CWE-120,,,,,,,,
3608,5,2,buffer,memcpy,CWE-120,,,,,,,,
4061,29,2,buffer,memcpy,CWE-120,,,,,,,,
4967,13,2,buffer,memcpy,CWE-120,,,,,,,,
5006,13,2,buffer,memcpy,CWE-120,,,,,,,,
5056,5,2,buffer,memcpy,CWE-120,,,,,,,,
5101,5,2,buffer,memcpy,CWE-120,,,,,,,,
5148,5,2,buffer,memcpy,CWE-120,,,,,,,,
5161,5,2,buffer,memcpy,CWE-120,,,,,,,,
5184,5,2,buffer,memcpy,CWE-120,,,,,,,,
5219,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5220,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5221,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5222,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5253,5,2,buffer,memcpy,CWE-120,,,,,,,,
5267,13,2,buffer,memcpy,CWE-120,,,,,,,,
5274,5,2,buffer,memcpy,CWE-120,,,,,,,,
5280,5,2,buffer,memcpy,CWE-120,,,,,,,,
7887,25,2,buffer,memcpy,CWE-120,,,,,,,,
8178,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
8831,25,2,buffer,memcpy,CWE-120,,,,,,,,
8835,25,2,buffer,memcpy,CWE-120,,,,,,,,
8996,33,2,buffer,memcpy,CWE-120,,,,,,,,
9444,25,2,buffer,memcpy,CWE-120,,,,,,,,
9609,21,2,buffer,memcpy,CWE-120,,,,,,,,
9846,25,2,buffer,memcpy,CWE-120,,,,,,,,
9850,25,2,buffer,memcpy,CWE-120,,,,,,,,
10082,29,2,buffer,memcpy,CWE-120,,,,,,,,
10086,29,2,buffer,memcpy,CWE-120,,,,,,,,
10158,25,2,buffer,memcpy,CWE-120,,,,,,,,
10162,25,2,buffer,memcpy,CWE-120,,,,,,,,
10251,25,2,buffer,memcpy,CWE-120,,,,,,,,
10255,25,2,buffer,memcpy,CWE-120,,,,,,,,
2358,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2660,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
49,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
58,3,2,buffer,memcpy,CWE-120,,,,,,,,
1346,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
55,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2756,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
276,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
696,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
366,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
575,4,2,buffer,char,CWE-119!/CWE-120,,83954187d8ebbd703b50ec75acaa243385bdae0f4633e305e5d150df512dcbac,,,,,,
436,5,2,buffer,memcpy,CWE-120,,,,,,,,
548,40,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
692,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
693,106,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
695,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
705,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
792,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
838,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1049,39,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1096,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1216,21,2,buffer,memcpy,CWE-120,,,,,,,,
197,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
407,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
471,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
472,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2061,3,2,buffer,memcpy,CWE-120,,,,,,,,
329,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
330,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
331,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
332,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3237,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3251,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4289,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4347,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4396,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4443,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4803,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
666,13,2,buffer,memcpy,CWE-120,,,,,,,,
667,13,2,buffer,memcpy,CWE-120,,,,,,,,
51,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
52,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2053,2,2,buffer,memcpy,CWE-120,,,,,,,,
2093,2,2,buffer,memcpy,CWE-120,,,,,,,,
3063,2,2,buffer,memcpy,CWE-120,,,,,,,,
1869,17,2,buffer,memcpy,CWE-120,,,,,,,,
1873,17,2,buffer,memcpy,CWE-120,,,,,,,,
723,7,2,buffer,memcpy,CWE-120,,,,,,,,
1460,13,2,buffer,memcpy,CWE-120,,,,,,,,
421,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
467,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
529,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
989,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
8332,5,2,buffer,memcpy,CWE-120,,,,,,,,
8333,5,2,buffer,memcpy,CWE-120,,,,,,,,
8335,5,2,buffer,memcpy,CWE-120,,,,,,,,
6377,23,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
14186,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
14226,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
19229,5,2,buffer,memcpy,CWE-120,,,,,,,,
25171,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
26346,11,2,buffer,memcpy,CWE-120,,,,,,,,
26347,11,2,buffer,memcpy,CWE-120,,,,,,,,
27552,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
27717,11,2,buffer,memcpy,CWE-120,,,,,,,,
27734,11,2,buffer,memcpy,CWE-120,,,,,,,,
27751,11,2,buffer,memcpy,CWE-120,,,,,,,,
27764,9,2,buffer,memcpy,CWE-120,,,,,,,,
280,21,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
284,25,2,buffer,memcpy,CWE-120,,,,,,,,
286,25,2,buffer,memcpy,CWE-120,,,,,,,,
289,25,2,buffer,memcpy,CWE-120,,,,,,,,
290,25,2,buffer,memcpy,CWE-120,,,,,,,,
294,21,2,buffer,memcpy,CWE-120,,,,,,,,
295,21,2,buffer,memcpy,CWE-120,,,,,,,,
1785,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1786,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
2832,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
4866,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5004,18,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5084,9,2,buffer,memcpy,CWE-120,,,,,,,,
5182,14,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
5252,13,2,buffer,memcpy,CWE-120,,,,,,,,
5272,13,2,buffer,memcpy,CWE-120,,,,,,,,
5327,9,2,buffer,memcpy,CWE-120,,,,,,,,
752,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
123,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
3304,5,2,buffer,memcpy,CWE-120,,,,,,,,
3333,13,2,buffer,memcpy,CWE-120,,,,,,,,
3334,13,2,buffer,memcpy,CWE-120,,,,,,,,
3336,13,2,buffer,memcpy,CWE-120,,,,,,,,
3337,13,2,buffer,memcpy,CWE-120,,,,,,,,
2104,5,2,buffer,memcpy,CWE-120,,,,,,,,
2171,5,2,buffer,memcpy,CWE-120,,,,,,,,
876,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
978,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
491,3,2,buffer,memcpy,CWE-120,,,,,,,,
543,4,2,buffer,char,CWE-119!/CWE-120,,4dbcecf5ae0ae8411fa153f3ad98edcd3f6e46e45565688df569c3a92fda1cae,,,,,,
1224,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1267,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1476,13,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
572,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
639,3,2,buffer,memcpy,CWE-120,,,,,,,,
659,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
660,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
704,7,2,buffer,memcpy,CWE-120,,,,,,,,
713,3,2,buffer,memcpy,CWE-120,,,,,,,,
755,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
756,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
904,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
905,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1330,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1580,28,2,buffer,char,CWE-119!/CWE-120,,,,,,,,
1968,13,2,buffer,memcpy,CWE-120,,,,,,,,
1969,13,2,buffer,memcpy,CWE-120,,,,,,,,
1032,13,2,buffer,memcpy,CWE-120,,,,,,,,
2194,3,2,buffer,memcpy,CWE-120,,,,,,,,
2250,5,2,buffer,memcpy,CWE-120,,,,,,,,
3301,7,2,buffer,memcpy,CWE-120,,,,,,,,
5968,7,2,buffer,memcpy,CWE-120,,,,,,,,
5994,9,2,buffer,memcpy,CWE-120,,,,,,,,
5996,11,2,buffer,memcpy,CWE-120,,,,,,,,
