Line,Column,Level,Category,Name,CWEs,,,,,,,
189,15,2,integer,atoi,CWE-190,,9bc3dd641d120002954500532188da5bd9656047d8b14828942f971f1661bc1e,,,,,
245,13,2,misc,fopen,CWE-362,,,,,,,
36,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
92,3,2,buffer,memcpy,CWE-120,,,,,,,
128,4,2,buffer,memcpy,CWE-120,,,,,,,
1295,33,2,misc,open,CWE-362,,,,,,,
519,7,2,buffer,memcpy,CWE-120,,,,,,,
531,5,2,buffer,memcpy,CWE-120,,,,,,,
638,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
715,12,2,misc,fopen,CWE-362,,,,,,,
153,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
382,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
404,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
630,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
162,50,2,misc,open,CWE-362,,,,,,,
66,16,2,misc,open,CWE-362,,,,,,,
71,9,2,misc,open,CWE-362,,,,,,,
72,9,2,misc,open,CWE-362,,,,,,,
87,26,2,misc,open,CWE-362,,,,,,,
42,7,2,misc,open,CWE-362,,,,,,,
323,59,2,misc,open,CWE-362,,,,,,,
324,19,2,misc,open,CWE-362,,,,,,,
326,17,2,misc,open,CWE-362,,,,,,,
521,15,2,misc,open,CWE-362,,,,,,,
250,10,2,misc,fopen,CWE-362,,,,,,,
262,10,2,misc,fopen,CWE-362,,,,,,,
288,10,2,tmpfile,tmpfile,CWE-377,,,,,,,
394,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
444,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
346,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
169,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
187,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
417,13,2,misc,fopen,CWE-362,,,,,,,
282,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
372,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
437,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
444,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
485,25,2,buffer,memcpy,CWE-120,,,,,,,
491,7,2,buffer,memcpy,CWE-120,,,,,,,
499,7,2,buffer,memcpy,CWE-120,,,,,,,
503,7,2,buffer,memcpy,CWE-120,,,,,,,
519,5,2,buffer,memcpy,CWE-120,,,,,,,
20,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
290,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
123,13,2,tmpfile,mkstemp,CWE-377,,,,,,,
167,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
268,7,2,buffer,memcpy,CWE-120,,,,,,,
303,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
79,5,2,buffer,memcpy,CWE-120,,,,,,,
82,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
276,3,2,buffer,memcpy,CWE-120,,,,,,,
187,3,2,buffer,memcpy,CWE-120,,,,,,,
207,5,2,buffer,memcpy,CWE-120,,,,,,,
135,7,2,buffer,memcpy,CWE-120,,,,,,,
137,9,2,buffer,memcpy,CWE-120,,,,,,,
141,5,2,buffer,memcpy,CWE-120,,,,,,,
916,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
996,3,2,buffer,memcpy,CWE-120,,,,,,,
1030,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1146,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
263,3,2,buffer,memcpy,CWE-120,,,,,,,
264,3,2,buffer,memcpy,CWE-120,,,,,,,
29,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
55,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
308,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
454,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
181,38,2,misc,fopen,CWE-362,,,,,,,
267,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
95,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
220,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
464,5,2,buffer,memcpy,CWE-120,,,,,,,
498,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
60,5,2,buffer,memcpy,CWE-120,,,,,,,
111,5,2,buffer,memcpy,CWE-120,,,,,,,
262,3,2,buffer,memcpy,CWE-120,,,,,,,
276,3,2,buffer,memcpy,CWE-120,,,,,,,
293,3,2,buffer,memcpy,CWE-120,,,,,,,
307,3,2,buffer,memcpy,CWE-120,,,,,,,
112,5,2,buffer,memcpy,CWE-120,,,,,,,
182,3,2,buffer,memcpy,CWE-120,,,,,,,
200,3,2,buffer,memcpy,CWE-120,,,,,,,
112,5,2,buffer,memcpy,CWE-120,,,,,,,
112,6,2,buffer,memcpy,CWE-120,,,,,,,
124,9,2,buffer,memcpy,CWE-120,,,,,,,
357,3,2,buffer,memcpy,CWE-120,,,,,,,
128,5,2,buffer,memcpy,CWE-120,,,,,,,
165,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
436,3,2,buffer,memcpy,CWE-120,,,,,,,
127,5,2,buffer,memcpy,CWE-120,,,,,,,
396,13,2,buffer,memcpy,CWE-120,,,,,,,
397,13,2,buffer,memcpy,CWE-120,,,,,,,
775,9,2,buffer,memcpy,CWE-120,,,,,,,
779,9,2,buffer,memcpy,CWE-120,,,,,,,
783,10,2,buffer,memcpy,CWE-120,,,,,,,
800,9,2,buffer,memcpy,CWE-120,,,,,,,
804,9,2,buffer,memcpy,CWE-120,,,,,,,
808,10,2,buffer,memcpy,CWE-120,,,,,,,
818,10,2,buffer,memcpy,CWE-120,,,,,,,
835,10,2,buffer,memcpy,CWE-120,,,,,,,
1057,3,2,buffer,memcpy,CWE-120,,,,,,,
1079,8,2,buffer,memcpy,CWE-120,,,,,,,
1099,8,2,buffer,memcpy,CWE-120,,,,,,,
110,5,2,buffer,memcpy,CWE-120,,,,,,,
167,11,2,buffer,memcpy,CWE-120,,,,,,,
260,5,2,buffer,memcpy,CWE-120,,,,,,,
110,5,2,buffer,memcpy,CWE-120,,,,,,,
120,5,2,buffer,memcpy,CWE-120,,,,,,,
157,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
161,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
162,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
584,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
607,3,2,buffer,memcpy,CWE-120,,,,,,,
117,5,2,buffer,memcpy,CWE-120,,,,,,,
148,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
151,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
442,3,2,buffer,memcpy,CWE-120,,,,,,,
448,3,2,buffer,memcpy,CWE-120,,,,,,,
463,3,2,buffer,memcpy,CWE-120,,,,,,,
474,3,2,buffer,memcpy,CWE-120,,,,,,,
480,3,2,buffer,memcpy,CWE-120,,,,,,,
496,3,2,buffer,memcpy,CWE-120,,,,,,,
155,9,2,buffer,memcpy,CWE-120,,,,,,,
156,9,2,buffer,memcpy,CWE-120,,,,,,,
160,12,2,buffer,memcpy,CWE-120,,,,,,,
175,7,2,buffer,memcpy,CWE-120,,,,,,,
153,9,2,buffer,memcpy,CWE-120,,,,,,,
162,3,2,buffer,memcpy,CWE-120,,,,,,,
111,6,2,buffer,memcpy,CWE-120,,,,,,,
131,17,2,buffer,memcpy,CWE-120,,,,,,,
145,17,2,buffer,memcpy,CWE-120,,,,,,,
163,17,2,buffer,memcpy,CWE-120,,,,,,,
307,3,2,buffer,memcpy,CWE-120,,,,,,,
123,5,2,buffer,memcpy,CWE-120,,,,,,,
159,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
244,7,2,buffer,memcpy,CWE-120,,,,,,,
294,11,2,buffer,memcpy,CWE-120,,,,,,,
295,11,2,buffer,memcpy,CWE-120,,,,,,,
309,7,2,buffer,memcpy,CWE-120,,,,,,,
310,7,2,buffer,memcpy,CWE-120,,,,,,,
800,5,2,buffer,memcpy,CWE-120,,,,,,,
106,13,2,buffer,memcpy,CWE-120,,,,,,,
107,13,2,buffer,memcpy,CWE-120,,,,,,,
116,13,2,buffer,memcpy,CWE-120,,,,,,,
117,13,2,buffer,memcpy,CWE-120,,,,,,,
115,5,2,buffer,memcpy,CWE-120,,,,,,,
154,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
173,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
220,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
360,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
383,3,2,buffer,memcpy,CWE-120,,,,,,,
506,9,2,buffer,memcpy,CWE-120,,,,,,,
524,7,2,buffer,memcpy,CWE-120,,,,,,,
530,3,2,buffer,memcpy,CWE-120,,,,,,,
531,3,2,buffer,memcpy,CWE-120,,,,,,,
668,5,2,buffer,memcpy,CWE-120,,,,,,,
673,5,2,buffer,memcpy,CWE-120,,,,,,,
968,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1121,7,2,buffer,memcpy,CWE-120,,,,,,,
1171,11,2,buffer,memcpy,CWE-120,,,,,,,
1172,11,2,buffer,memcpy,CWE-120,,,,,,,
1186,7,2,buffer,memcpy,CWE-120,,,,,,,
1187,7,2,buffer,memcpy,CWE-120,,,,,,,
1249,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1272,3,2,buffer,memcpy,CWE-120,,,,,,,
1335,7,2,buffer,memcpy,CWE-120,,,,,,,
1499,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1609,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1610,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1727,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1802,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1973,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2005,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2207,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2208,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2209,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2210,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2211,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2212,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2213,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2214,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2320,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2321,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2322,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2323,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2622,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2690,9,2,buffer,strcpy,CWE-120,,,,,,,
2759,15,2,buffer,strcpy,CWE-120,,,,,,,
2763,13,2,buffer,strcpy,CWE-120,,,,,,,
2768,13,2,buffer,strcpy,CWE-120,,,,,,,
2780,13,2,buffer,strcpy,CWE-120,,,,,,,
2800,13,2,buffer,strcpy,CWE-120,,,,,,,
2804,13,2,buffer,strcpy,CWE-120,,,,,,,
2808,13,2,buffer,strcpy,CWE-120,,,,,,,
2812,13,2,buffer,strcpy,CWE-120,,,,,,,
2820,9,2,buffer,strcpy,CWE-120,,,,,,,
2826,11,2,buffer,strcpy,CWE-120,,,,,,,
2828,11,2,buffer,strcpy,CWE-120,,,,,,,
2830,11,2,buffer,strcpy,CWE-120,,,,,,,
2838,9,2,buffer,strcpy,CWE-120,,,,,,,
2845,11,2,buffer,strcpy,CWE-120,,,,,,,
2847,11,2,buffer,strcpy,CWE-120,,,,,,,
2857,9,2,buffer,strcpy,CWE-120,,,,,,,
2863,11,2,buffer,strcpy,CWE-120,,,,,,,
2865,11,2,buffer,strcpy,CWE-120,,,,,,,
2867,11,2,buffer,strcpy,CWE-120,,,,,,,
2873,11,2,buffer,strcpy,CWE-120,,,,,,,
2875,11,2,buffer,strcpy,CWE-120,,,,,,,
2877,11,2,buffer,strcpy,CWE-120,,,,,,,
2879,11,2,buffer,strcpy,CWE-120,,,,,,,
2898,9,2,buffer,strcpy,CWE-120,,,,,,,
2904,9,2,buffer,strcpy,CWE-120,,,,,,,
2920,9,2,buffer,strcpy,CWE-120,,,,,,,
2925,9,2,buffer,strcpy,CWE-120,,,,,,,
2930,9,2,buffer,strcpy,CWE-120,,,,,,,
2935,9,2,buffer,strcpy,CWE-120,,,,,,,
2939,9,2,buffer,strcpy,CWE-120,,,,,,,
2955,9,2,buffer,sprintf,CWE-120,,,,,,,
3003,5,2,buffer,memcpy,CWE-120,,,,,,,
3006,5,2,buffer,memcpy,CWE-120,,,,,,,
3061,3,2,buffer,memcpy,CWE-120,,,,,,,
3092,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3184,7,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3302,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3303,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3504,3,2,buffer,memcpy,CWE-120,,,,,,,
3609,3,2,buffer,memcpy,CWE-120,,,,,,,
3624,7,2,buffer,memcpy,CWE-120,,,,,,,
3659,3,2,buffer,memcpy,CWE-120,,,,,,,
3727,3,2,buffer,memcpy,CWE-120,,,,,,,
3906,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3907,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3912,5,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3917,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3987,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3989,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4070,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4335,3,2,buffer,memcpy,CWE-120,,,,,,,
4337,3,2,buffer,memcpy,CWE-120,,,,,,,
4389,5,2,buffer,memcpy,CWE-120,,,,,,,
4395,3,2,buffer,memcpy,CWE-120,,,,,,,
4437,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4447,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4453,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4458,3,2,buffer,memcpy,CWE-120,,,,,,,
4557,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4671,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
246,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
247,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
283,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
284,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
286,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
41,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
42,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
163,4,2,buffer,memcpy,CWE-120,,,,,,,
114,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
161,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1691,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1884,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
56,6,2,buffer,bcopy,CWE-120,,,,,,,
121,5,2,tmpfile,mkstemp,CWE-377,,,,,,,
184,5,2,race,vfork,CWE-362,,,,,,,
24,6,2,buffer,bcopy,CWE-120,,,,,,,
25,17,2,misc,fopen,CWE-362,,,,,,,
116,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
124,11,2,buffer,memcpy,CWE-120,,,,,,,
362,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
363,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
458,3,2,buffer,memcpy,CWE-120,,,,,,,
463,3,2,buffer,memcpy,CWE-120,,,,,,,
663,3,2,buffer,memcpy,CWE-120,,,,,,,
666,3,2,buffer,memcpy,CWE-120,,,,,,,
685,3,2,buffer,memcpy,CWE-120,,,,,,,
688,3,2,buffer,memcpy,CWE-120,,,,,,,
763,3,2,buffer,memcpy,CWE-120,,,,,,,
909,9,2,buffer,memcpy,CWE-120,,,,,,,
1155,3,2,buffer,memcpy,CWE-120,,,,,,,
44,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
107,12,2,buffer,char,CWE-119!/CWE-120,,,,,,,
230,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
263,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
503,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
519,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
737,8,2,misc,fopen,CWE-362,,,,,,,
750,5,2,buffer,memcpy,CWE-120,,,,,,,
773,4,2,buffer,memcpy,CWE-120,,,,,,,
793,2,2,buffer,memcpy,CWE-120,,,,,,,
1399,3,2,buffer,memcpy,CWE-120,,,,,,,
2536,2,2,buffer,memcpy,CWE-120,,,,,,,
2651,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
483,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
503,12,2,misc,open,CWE-362,,,,,,,
505,13,2,misc,open,CWE-362,,,,,,,
540,9,2,misc,open,CWE-362,,,,,,,
542,10,2,misc,open,CWE-362,,,,,,,
1312,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1724,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1840,5,2,buffer,strcpy,CWE-120,,,,,,,
2581,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2615,3,2,buffer,strcpy,CWE-120,,,,,,,
2718,3,2,buffer,memcpy,CWE-120,,,,,,,
2719,3,2,buffer,memcpy,CWE-120,,,,,,,
113,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
356,5,2,buffer,memcpy,CWE-120,,,,,,,
359,25,2,buffer,memcpy,CWE-120,,,,,,,
202,17,2,buffer,char,CWE-119!/CWE-120,,,,,,,
614,6,2,buffer,memcpy,CWE-120,,,,,,,
935,13,2,integer,atoi,CWE-190,,,,,,,
1138,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1140,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
351,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
357,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
391,12,2,misc,open,CWE-362,,,,,,,
439,12,2,misc,open,CWE-362,,,,,,,
451,13,2,misc,open,CWE-362,,,,,,,
513,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
537,16,2,misc,open,CWE-362,,,,,,,
1014,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1082,3,2,buffer,char,CWE-119!/CWE-120, is 516,dbbb3aaa092866c36d1d6b4a0dff96394f755fe9095505bef95a3ead288a9f0d,,,,,
1085,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1100,12,2,misc,open,CWE-362,,,,,,,
1157,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1158,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1613,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1617,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1810,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1826,7,2,misc,open,CWE-362,,,,,,,
383,5,2,buffer,strcpy,CWE-120,,,,,,,
389,5,2,buffer,strcpy,CWE-120,,,,,,,
427,3,2,buffer,memcpy,CWE-120,,,,,,,
511,6,2,buffer,strcpy,CWE-120,,,,,,,
525,5,2,buffer,strcpy,CWE-120,,,,,,,
617,6,2,buffer,strcpy,CWE-120,,,,,,,
688,23,2,misc,open,CWE-362,,,,,,,
690,17,2,misc,open,CWE-362,,,,,,,
695,9,2,buffer,strcat,CWE-120,,,,,,,
807,5,2,buffer,strcpy,CWE-120,,,,,,,
869,8,2,buffer,char,CWE-119!/CWE-120,,,,,,,
879,3,2,buffer,memcpy,CWE-120,,,,,,,
969,14,2,integer,atoi,CWE-190,,,,,,,
973,22,2,integer,atoi,CWE-190,,,,,,,
155,18,2,misc,open,CWE-362,,,,,,,
158,10,2,misc,open,CWE-362,,,,,,,
250,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
60,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
890,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
921,3,2,buffer,char,CWE-119!/CWE-120,c4bf9503d5c099a2772aef5d43693124df4f110fd1ccd4bb1849b6721ce538a2,,,,,,
1064,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1159,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1165,9,2,misc,fopen,CWE-362,,,,,,,
1804,3,2,buffer,char,CWE-119!/CWE-120,,9ee134887703e307066f445d2827f7e25c1d9511bcebf49bca84d56b214a0f8a,,,,,
1965,4,2,buffer,memcpy,CWE-120,,,,,,,
1978,4,2,buffer,memcpy,CWE-120,,,,,,,
2375,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2464,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2580,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2585,15,2,misc,fopen,CWE-362,,,,,,,
2724,8,2,misc,fopen,CWE-362,,,,,,,
3102,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
4899,2,2,buffer,memcpy,CWE-120,,,,,,,
5177,4,2,buffer,memcpy,CWE-120,,,,,,,
5214,4,2,buffer,memcpy,CWE-120,,,,,,,
6260,3,2,buffer,memcpy,CWE-120,,,,,,,
6352,3,2,buffer,memcpy,CWE-120,,,,,,,
6363,3,2,buffer,memcpy,CWE-120,,,,,,,
6374,3,2,buffer,memcpy,CWE-120,,,,,,,
6392,3,2,buffer,memcpy,CWE-120,,,,,,,
6419,3,2,buffer,memcpy,CWE-120,,,,,,,
6432,3,2,buffer,memcpy,CWE-120,,,,,,,
6444,3,2,buffer,memcpy,CWE-120,,,,,,,
6469,3,2,buffer,memcpy,CWE-120,,,,,,,
7195,2,2,buffer,memcpy,CWE-120,,,,,,,
7395,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
318,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
346,3,2,buffer,memcpy,CWE-120,,,,,,,
77,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
81,2,2,buffer,char,CWE-119!/CWE-120,06febab4da022328ca40bf8e44b5b3c1cbbf82f583c9d5cd6f3bbb9044e93b31,,,,,,
356,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
183,2,2,buffer,memcpy,CWE-120,,,,,,,
360,2,2,buffer,memcpy,CWE-120,,,,,,,
1167,3,2,buffer,char,CWE-119!/CWE-120,c4607be9a0bd6dc575f8dc7795fe80d8f707fbbf69b68a297746b69f6ebbd523,,,,,,
1875,10,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1978,4,2,buffer,memcpy,CWE-120,,,,,,,
170,4,2,buffer,memcpy,CWE-120,,,,,,,
184,2,2,buffer,memcpy,CWE-120,,,,,,,
1015,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1017,2,2,buffer,char,CWE-119!/CWE-120,283555e00c195c7839138e590faf39099a8c91a111df1b772980792db81061e3,,,,,,
1021,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1503,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1610,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1611,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1612,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1613,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1614,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1733,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1836,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2191,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2196,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2352,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
2353,2,2,buffer,char,CWE-119!/CWE-120,06febab4da022328ca40bf8e44b5b3c1cbbf82f583c9d5cd6f3bbb9044e93b31,,,,,,
2393,3,2,buffer,char,CWE-119!/CWE-120,/* Needed to convert names and descriptions from 'old' syntax to the 'new' one */,bb913e0a8c50ca02c88bf6005877df01b4e298913b007ca65ba2788ba842c9b7,,,,,
2759,2,2,buffer,memcpy,CWE-120,,,,,,,
2879,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
3100,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
261,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
268,12,2,misc,fopen,CWE-362,,,,,,,
423,2,2,buffer,char,CWE-119!/CWE-120,a99a7eb4744d6530ce4667fd6e2d95c550ae3ea4883594230f11d970fcedfd6e,,,,,,
447,16,2,integer,atoi,CWE-190,,,,,,,
457,16,2,integer,atoi,CWE-190,,,,,,,
467,16,2,integer,atoi,CWE-190,,,,,,,
504,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
601,6,2,buffer,memcpy,CWE-120,,,,,,,
614,6,2,buffer,memcpy,CWE-120,,,,,,,
721,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
732,2,2,buffer,memcpy,CWE-120,,,,,,,
755,3,2,buffer,memcpy,CWE-120,,,,,,,
824,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
868,11,2,buffer,char,CWE-119!/CWE-120,,,,,,,
939,2,2,buffer,memcpy,CWE-120,,,,,,,
963,11,2,buffer,char,CWE-119!/CWE-120,4069f3b2668a1b494c206d612a3f86db2fa513b8bf33a64329736ea7922c10c0,,,,,,
264,52,2,integer,atoi,CWE-190,,,,,,,
352,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
353,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
331,15,2,misc,open,CWE-362,,,,,,,
333,16,2,misc,open,CWE-362,,,,,,,
265,3,2,buffer,TCHAR,CWE-119!/CWE-120,,,,,,,
266,3,2,buffer,TCHAR,CWE-119!/CWE-120,,,,,,,
292,3,2,buffer,memcpy,CWE-120,,,,,,,
294,3,2,buffer,memcpy,CWE-120,,,,,,,
1019,5,2,buffer,memcpy,CWE-120,,,,,,,
1025,5,2,buffer,memcpy,CWE-120,,,,,,,
231,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
232,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
265,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
504,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
522,8,2,misc,open,CWE-362,,,,,,,
601,2,2,buffer,char,CWE-119!/CWE-120,25c3136d6c701d3539caf6f0066a27fadba6ff29a1bd1b0151f3a910f89b7f76,,,,,,
642,16,2,misc,open,CWE-362,,,,,,,
735,16,2,misc,open,CWE-362,,,,,,,
745,18,2,misc,open,CWE-362,,,,,,,
835,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
930,3,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1035,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1036,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1041,7,2,misc,open,CWE-362,,,,,,,
1051,9,2,misc,open,CWE-362,,,,,,,
407,9,2,buffer,memcpy,CWE-120,,,,,,,
614,10,2,buffer,memcpy,CWE-120,,,,,,,
660,8,2,integer,atoi,CWE-190,64bcf57604ec90fc015190cfce531d9be6e9bcc382824ab7dd9db6f7cf096afc,,,,,,
1368,9,2,buffer,char,CWE-119!/CWE-120,,,,,,,
1523,2,2,buffer,memcpy,CWE-120,,,,,,,
1661,2,2,buffer,memcpy,CWE-120,,,,,,,
2572,2,2,buffer,char,CWE-119!/CWE-120,,,,,,,
