Level,Category,Name,Warning
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,char,"Statically-sized arrays can be improperly restricted, leading to potential overflows or other issues (CWE-119!/CWE-120)"
2,buffer,memcpy,Does not check for buffer overflows when copying to destination (CWE-120)
